Date,Description,Amount,Transaction Type,Category,Account Name
08/13/2021,Amazon,72.08,debit,Shopping,Checking
08/15/2021,Barbershop,73.18,debit,Haircut,Checking
08/15/2021,Target,183.96,debit,Shopping,Savings
08/18/2021,Target,129.46,debit,Shopping,Platinum Card
08/19/2021,AMC Theaters,154.5,debit,Entertainment,Silver Card
08/20/2021,Subway,61.39,debit,Fast Food,Checking
08/23/2021,Payroll,2840.76,credit,Paycheck,Checking
08/25/2021,Whole Foods,104.01,debit,Groceries,Platinum Card
08/28/2021,Verizon,126.47,debit,Mobile Phone,Silver Card
08/29/2021,Shell,53.87,debit,Gas & Fuel,Silver Card
09/01/2021,Amazon,35.13,debit,Shopping,Checking
09/01/2021,State Farm,35.42,debit,Auto Insurance,Savings
09/04/2021,Safeway,86.82,debit,Groceries,Silver Card
09/07/2021,Amazon,145.32,debit,Shopping,Checking
09/09/2021,McDonald's,65.28,debit,Fast Food,Silver Card
09/12/2021,Netflix,46.89,debit,Entertainment,Savings
09/13/2021,Shell,99.74,debit,Gas & Fuel,Silver Card
09/15/2021,Starbucks,148.38,debit,Coffee Shops,Platinum Card
09/18/2021,Water Company,52.79,debit,Utilities,Silver Card
09/19/2021,Direct Deposit,2471.0,credit,Paycheck,Silver Card
09/19/2021,Verizon,71.77,debit,Mobile Phone,Platinum Card
09/19/2021,Thai Restaurant,33.17,debit,Restaurants,Savings
09/21/2021,Amazon,72.3,debit,Shopping,Silver Card
09/21/2021,Sushi Bar,21.34,debit,Restaurants,Platinum Card
09/23/2021,AMC Theaters,123.15,debit,Entertainment,Silver Card
09/25/2021,Walmart,139.0,debit,Shopping,Silver Card
09/28/2021,Italian Bistro,77.31,debit,Restaurants,Platinum Card
09/28/2021,Whole Foods,84.04,debit,Groceries,Checking
10/01/2021,Barbershop,46.01,debit,Haircut,Platinum Card
10/03/2021,Whole Foods,20.43,debit,Groceries,Checking
10/03/2021,McDonald's,34.08,debit,Fast Food,Silver Card
10/03/2021,Target,124.14,debit,Shopping,Platinum Card
10/06/2021,Direct Deposit,2155.36,credit,Paycheck,Checking
10/08/2021,State Farm,61.1,debit,Auto Insurance,Checking
10/11/2021,Water Company,60.82,debit,Utilities,Checking
10/14/2021,Home Depot,22.74,debit,Home Improvement,Silver Card
10/14/2021,Amazon,56.8,debit,Shopping,Savings
10/17/2021,Walmart,108.66,debit,Shopping,Checking
10/17/2021,Walmart,10.14,debit,Shopping,Savings
10/18/2021,T-Mobile,107.34,debit,Mobile Phone,Checking
10/18/2021,Walmart,96.8,debit,Shopping,Platinum Card
10/21/2021,Walmart,65.95,debit,Shopping,Checking
10/24/2021,State Farm,57.13,debit,Auto Insurance,Savings
10/25/2021,AT&T Internet,194.11,debit,Internet,Checking
10/26/2021,Netflix,103.6,debit,Entertainment,Savings
10/29/2021,Chipotle,22.17,debit,Fast Food,Checking
11/01/2021,Payroll,2332.96,credit,Paycheck,Silver Card
11/02/2021,McDonald's,21.41,debit,Fast Food,Savings
11/05/2021,Water Company,38.73,debit,Utilities,Savings
11/08/2021,Payroll,2671.78,credit,Paycheck,Silver Card
11/11/2021,Starbucks,167.39,debit,Coffee Shops,Silver Card
11/13/2021,Electric Company,174.54,debit,Utilities,Platinum Card
11/16/2021,Subway,32.18,debit,Fast Food,Platinum Card
11/17/2021,Spotify,77.26,debit,Music,Silver Card
11/19/2021,Netflix,183.94,debit,Entertainment,Savings
11/20/2021,Thai Restaurant,13.37,debit,Restaurants,Silver Card
11/21/2021,Safeway,39.96,debit,Groceries,Checking
11/21/2021,Amazon,128.96,debit,Shopping,Silver Card
11/24/2021,Verizon,26.36,debit,Mobile Phone,Savings
11/24/2021,Chipotle,73.0,debit,Fast Food,Checking
11/26/2021,Subway,38.74,debit,Fast Food,Checking
11/26/2021,Whole Foods,26.34,debit,Groceries,Platinum Card
11/28/2021,Whole Foods,22.53,debit,Groceries,Savings
11/30/2021,Trader Joe's,43.77,debit,Groceries,Checking
12/03/2021,Electric Company,157.75,debit,Utilities,Silver Card
12/04/2021,Walmart,91.59,debit,Shopping,Platinum Card
12/07/2021,Walmart,161.41,debit,Shopping,Savings
12/09/2021,Payroll,2620.72,credit,Paycheck,Savings
12/10/2021,Amazon,66.93,debit,Shopping,Savings
12/13/2021,Electric Company,88.98,debit,Utilities,Silver Card
12/13/2021,Chevron,49.39,debit,Gas & Fuel,Platinum Card
12/16/2021,Whole Foods,80.6,debit,Groceries,Platinum Card
12/18/2021,Shell,60.43,debit,Gas & Fuel,Platinum Card
12/19/2021,Sushi Bar,63.25,debit,Restaurants,Silver Card
12/19/2021,AMC Theaters,160.45,debit,Entertainment,Platinum Card
12/21/2021,McDonald's,55.0,debit,Fast Food,Savings
12/24/2021,Direct Deposit,2399.9,credit,Paycheck,Silver Card
12/24/2021,Chipotle,9.43,debit,Fast Food,Savings
12/27/2021,Direct Deposit,1895.17,credit,Paycheck,Checking
12/30/2021,Whole Foods,47.63,debit,Groceries,Silver Card
01/01/2022,Direct Deposit,2406.83,credit,Paycheck,Checking
01/02/2022,Peet's Coffee,55.22,debit,Coffee Shops,Platinum Card
01/02/2022,Shell,83.92,debit,Gas & Fuel,Checking
01/02/2022,Local Bar,166.76,debit,Alcohol & Bars,Platinum Card
01/02/2022,Safeway,129.78,debit,Groceries,Checking
01/02/2022,Chipotle,46.93,debit,Fast Food,Platinum Card
01/03/2022,Starbucks,25.26,debit,Coffee Shops,Checking
01/04/2022,Netflix,193.15,debit,Entertainment,Platinum Card
01/07/2022,Spotify,164.33,debit,Music,Platinum Card
01/09/2022,AMC Theaters,158.47,debit,Entertainment,Checking
01/10/2022,State Farm,92.78,debit,Auto Insurance,Silver Card
01/10/2022,BP,89.45,debit,Gas & Fuel,Savings
01/13/2022,Local Bar,11.46,debit,Alcohol & Bars,Silver Card
01/15/2022,Whole Foods,133.16,debit,Groceries,Savings
01/17/2022,Trader Joe's,85.24,debit,Groceries,Silver Card
01/17/2022,Netflix,121.14,debit,Entertainment,Savings
01/20/2022,Shell,89.83,debit,Gas & Fuel,Platinum Card
01/22/2022,Shell,95.35,debit,Gas & Fuel,Savings
01/24/2022,Verizon,137.77,debit,Mobile Phone,Savings
01/24/2022,Amazon,156.65,debit,Shopping,Silver Card
01/25/2022,Amazon,185.03,debit,Shopping,Silver Card
01/26/2022,Water Company,196.81,debit,Utilities,Savings
01/26/2022,AMC Theaters,107.22,debit,Entertainment,Checking
01/28/2022,T-Mobile,46.79,debit,Mobile Phone,Savings
01/30/2022,Chevron,64.99,debit,Gas & Fuel,Silver Card
01/30/2022,Target,28.27,debit,Shopping,Savings
01/30/2022,Direct Deposit,2144.13,credit,Paycheck,Platinum Card
01/30/2022,Walmart,140.51,debit,Shopping,Checking
01/31/2022,T-Mobile,60.93,debit,Mobile Phone,Platinum Card
02/01/2022,Walmart,121.7,debit,Shopping,Checking
02/03/2022,Whole Foods,122.52,debit,Groceries,Platinum Card
02/05/2022,Barbershop,116.44,debit,Haircut,Silver Card
02/08/2022,Peet's Coffee,199.17,debit,Coffee Shops,Platinum Card
02/10/2022,BP,78.92,debit,Gas & Fuel,Checking
02/12/2022,Starbucks,173.62,debit,Coffee Shops,Platinum Card
02/12/2022,Electric Company,63.2,debit,Utilities,Savings
02/13/2022,Italian Bistro,60.15,debit,Restaurants,Checking
02/16/2022,Chipotle,15.82,debit,Fast Food,Checking
02/17/2022,Barbershop,56.21,debit,Haircut,Platinum Card
02/19/2022,BP,78.89,debit,Gas & Fuel,Savings
02/22/2022,Subway,11.8,debit,Fast Food,Platinum Card
02/23/2022,Walmart,73.24,debit,Shopping,Checking
02/24/2022,Shell,52.86,debit,Gas & Fuel,Checking
02/25/2022,Netflix,47.22,debit,Entertainment,Silver Card
02/26/2022,State Farm,194.68,debit,Auto Insurance,Savings
03/01/2022,BP,23.12,debit,Gas & Fuel,Platinum Card
03/04/2022,AT&T Internet,120.75,debit,Internet,Checking
03/04/2022,Chevron,70.78,debit,Gas & Fuel,Platinum Card
03/06/2022,Safeway,126.78,debit,Groceries,Checking
03/07/2022,Subway,49.8,debit,Fast Food,Checking
03/08/2022,Home Depot,141.41,debit,Home Improvement,Checking
03/09/2022,Local Bar,175.82,debit,Alcohol & Bars,Checking
03/09/2022,Local Bar,60.97,debit,Alcohol & Bars,Platinum Card
03/10/2022,AT&T Internet,128.68,debit,Internet,Platinum Card
03/12/2022,Trader Joe's,12.78,debit,Groceries,Platinum Card
03/15/2022,Barbershop,194.09,debit,Haircut,Silver Card
03/15/2022,Target,187.65,debit,Shopping,Silver Card
03/15/2022,Electric Company,104.57,debit,Utilities,Platinum Card
03/16/2022,Trader Joe's,73.06,debit,Groceries,Silver Card
03/16/2022,Whole Foods,95.67,debit,Groceries,Savings
03/19/2022,Italian Bistro,18.53,debit,Restaurants,Platinum Card
03/22/2022,AT&T Internet,61.4,debit,Internet,Checking
03/23/2022,Shell,76.17,debit,Gas & Fuel,Checking
03/23/2022,BP,28.68,debit,Gas & Fuel,Silver Card
03/26/2022,Safeway,71.45,debit,Groceries,Silver Card
03/26/2022,Local Bar,128.73,debit,Alcohol & Bars,Checking
03/26/2022,Spotify,26.3,debit,Music,Platinum Card
03/26/2022,Direct Deposit,1954.72,credit,Paycheck,Platinum Card
03/29/2022,Comcast,31.82,debit,Internet,Savings
03/30/2022,Netflix,181.93,debit,Entertainment,Checking
04/01/2022,Home Depot,116.82,debit,Home Improvement,Savings
04/01/2022,Home Depot,13.22,debit,Home Improvement,Savings
04/03/2022,Spotify,157.93,debit,Music,Platinum Card
04/05/2022,Water Company,156.96,debit,Utilities,Platinum Card
04/07/2022,Peet's Coffee,161.94,debit,Coffee Shops,Savings
04/09/2022,Netflix,164.9,debit,Entertainment,Savings
04/11/2022,Chipotle,77.91,debit,Fast Food,Silver Card
04/13/2022,Shell,28.49,debit,Gas & Fuel,Silver Card
04/14/2022,Italian Bistro,76.29,debit,Restaurants,Silver Card
04/14/2022,Water Company,130.37,debit,Utilities,Platinum Card
04/15/2022,AMC Theaters,152.6,debit,Entertainment,Silver Card
04/15/2022,Electric Company,198.16,debit,Utilities,Platinum Card
04/15/2022,Target,53.26,debit,Shopping,Silver Card
04/16/2022,AT&T Internet,91.45,debit,Internet,Savings
04/16/2022,Spotify,194.99,debit,Music,Checking
04/18/2022,Water Company,176.3,debit,Utilities,Platinum Card
04/19/2022,AMC Theaters,146.78,debit,Entertainment,Checking
04/20/2022,Comcast,87.22,debit,Internet,Platinum Card
04/22/2022,Amazon,64.18,debit,Shopping,Platinum Card
04/23/2022,Verizon,150.8,debit,Mobile Phone,Silver Card
04/26/2022,BP,85.58,debit,Gas & Fuel,Savings
04/27/2022,Electric Company,26.68,debit,Utilities,Savings
04/29/2022,Thai Restaurant,10.0,debit,Restaurants,Checking
04/29/2022,T-Mobile,130.62,debit,Mobile Phone,Checking
05/01/2022,AMC Theaters,196.86,debit,Entertainment,Silver Card
05/03/2022,Home Depot,52.49,debit,Home Improvement,Savings
05/06/2022,Sushi Bar,49.87,debit,Restaurants,Savings
05/06/2022,Subway,66.03,debit,Fast Food,Checking
05/08/2022,Thai Restaurant,77.25,debit,Restaurants,Checking
05/10/2022,Chipotle,26.7,debit,Fast Food,Platinum Card
05/10/2022,Thai Restaurant,68.15,debit,Restaurants,Platinum Card
05/12/2022,Thai Restaurant,5.4,debit,Restaurants,Savings
05/13/2022,Sushi Bar,7.5,debit,Restaurants,Silver Card
05/16/2022,AT&T Internet,15.4,debit,Internet,Platinum Card
05/17/2022,Chevron,28.78,debit,Gas & Fuel,Savings
05/19/2022,Netflix,96.3,debit,Entertainment,Checking
05/19/2022,Chipotle,57.96,debit,Fast Food,Checking
05/22/2022,State Farm,123.17,debit,Auto Insurance,Silver Card
05/23/2022,Payroll,2864.39,credit,Paycheck,Platinum Card
05/24/2022,Thai Restaurant,14.42,debit,Restaurants,Savings
05/27/2022,Local Bar,55.14,debit,Alcohol & Bars,Platinum Card
05/29/2022,Comcast,162.83,debit,Internet,Platinum Card
06/01/2022,Netflix,147.05,debit,Entertainment,Platinum Card
06/04/2022,Water Company,119.18,debit,Utilities,Checking
06/04/2022,T-Mobile,82.44,debit,Mobile Phone,Platinum Card
06/05/2022,Home Depot,72.19,debit,Home Improvement,Silver Card
06/07/2022,Trader Joe's,31.09,debit,Groceries,Platinum Card
06/08/2022,Safeway,44.19,debit,Groceries,Savings
06/10/2022,Safeway,86.59,debit,Groceries,Savings
06/10/2022,Peet's Coffee,18.19,debit,Coffee Shops,Platinum Card
06/10/2022,Netflix,79.87,debit,Entertainment,Platinum Card
06/10/2022,Thai Restaurant,25.8,debit,Restaurants,Platinum Card
06/10/2022,Amazon,5.31,debit,Shopping,Platinum Card
06/10/2022,Italian Bistro,65.13,debit,Restaurants,Checking
06/12/2022,Safeway,31.84,debit,Groceries,Platinum Card
06/15/2022,State Farm,82.51,debit,Auto Insurance,Checking
06/17/2022,Whole Foods,48.23,debit,Groceries,Platinum Card
06/18/2022,Comcast,35.79,debit,Internet,Silver Card
06/18/2022,Thai Restaurant,73.63,debit,Restaurants,Platinum Card
06/21/2022,Comcast,32.33,debit,Internet,Checking
06/21/2022,Walmart,195.6,debit,Shopping,Platinum Card
06/22/2022,Chevron,91.6,debit,Gas & Fuel,Savings
06/23/2022,Amazon,76.03,debit,Shopping,Checking
06/26/2022,Chevron,99.73,debit,Gas & Fuel,Silver Card
06/29/2022,Starbucks,107.27,debit,Coffee Shops,Savings
06/30/2022,Chipotle,75.9,debit,Fast Food,Savings
07/03/2022,McDonald's,72.86,debit,Fast Food,Checking
07/06/2022,Trader Joe's,52.8,debit,Groceries,Platinum Card
07/09/2022,BP,25.29,debit,Gas & Fuel,Savings
07/11/2022,Thai Restaurant,12.77,debit,Restaurants,Silver Card
07/14/2022,Trader Joe's,76.14,debit,Groceries,Savings
07/16/2022,Trader Joe's,28.93,debit,Groceries,Savings
07/16/2022,Chevron,91.73,debit,Gas & Fuel,Checking
07/16/2022,Spotify,41.9,debit,Music,Checking
07/19/2022,Target,143.21,debit,Shopping,Savings
07/20/2022,Shell,49.41,debit,Gas & Fuel,Platinum Card
07/20/2022,Whole Foods,108.75,debit,Groceries,Savings
07/23/2022,Walmart,83.65,debit,Shopping,Platinum Card
07/23/2022,McDonald's,20.82,debit,Fast Food,Savings
07/23/2022,Electric Company,30.43,debit,Utilities,Silver Card
07/24/2022,Water Company,8.35,debit,Utilities,Platinum Card
07/25/2022,BP,23.08,debit,Gas & Fuel,Silver Card
07/26/2022,Shell,84.08,debit,Gas & Fuel,Silver Card
07/28/2022,Comcast,150.71,debit,Internet,Silver Card
07/29/2022,Trader Joe's,106.9,debit,Groceries,Savings
08/01/2022,Verizon,194.72,debit,Mobile Phone,Checking
08/01/2022,Walmart,165.88,debit,Shopping,Checking
08/01/2022,AT&T Internet,116.64,debit,Internet,Savings
08/02/2022,Direct Deposit,2629.8,credit,Paycheck,Platinum Card
08/05/2022,AMC Theaters,48.39,debit,Entertainment,Silver Card
08/08/2022,Local Bar,149.37,debit,Alcohol & Bars,Checking
08/08/2022,AMC Theaters,5.23,debit,Entertainment,Silver Card
08/10/2022,McDonald's,68.49,debit,Fast Food,Silver Card
08/10/2022,Walmart,77.27,debit,Shopping,Silver Card
08/11/2022,Subway,44.19,debit,Fast Food,Platinum Card
08/14/2022,BP,30.22,debit,Gas & Fuel,Silver Card
08/16/2022,Thai Restaurant,37.83,debit,Restaurants,Platinum Card
08/17/2022,Direct Deposit,1958.6,credit,Paycheck,Savings
08/20/2022,Peet's Coffee,9.46,debit,Coffee Shops,Platinum Card
08/23/2022,Spotify,85.74,debit,Music,Platinum Card
08/23/2022,Peet's Coffee,189.15,debit,Coffee Shops,Checking
08/25/2022,Sushi Bar,70.31,debit,Restaurants,Savings
08/27/2022,Safeway,123.69,debit,Groceries,Silver Card
08/29/2022,Direct Deposit,2008.22,credit,Paycheck,Silver Card
08/30/2022,McDonald's,22.61,debit,Fast Food,Silver Card
08/31/2022,Trader Joe's,40.92,debit,Groceries,Silver Card
09/01/2022,Italian Bistro,44.0,debit,Restaurants,Silver Card
09/03/2022,Subway,60.74,debit,Fast Food,Savings
09/03/2022,Shell,41.21,debit,Gas & Fuel,Platinum Card
09/03/2022,Electric Company,160.66,debit,Utilities,Savings
09/03/2022,T-Mobile,42.33,debit,Mobile Phone,Silver Card
09/03/2022,Thai Restaurant,61.48,debit,Restaurants,Platinum Card
09/06/2022,Spotify,113.17,debit,Music,Savings
09/08/2022,Water Company,99.47,debit,Utilities,Checking
09/08/2022,Direct Deposit,2539.84,credit,Paycheck,Checking
09/08/2022,Walmart,159.19,debit,Shopping,Silver Card
09/11/2022,Sushi Bar,69.98,debit,Restaurants,Platinum Card
09/13/2022,Thai Restaurant,28.39,debit,Restaurants,Silver Card
09/14/2022,Italian Bistro,55.06,debit,Restaurants,Savings
09/15/2022,Verizon,180.11,debit,Mobile Phone,Platinum Card
09/18/2022,Shell,50.74,debit,Gas & Fuel,Silver Card
09/18/2022,Italian Bistro,32.57,debit,Restaurants,Platinum Card
09/21/2022,Trader Joe's,78.92,debit,Groceries,Platinum Card
09/21/2022,Walmart,72.09,debit,Shopping,Platinum Card
09/22/2022,Subway,30.81,debit,Fast Food,Platinum Card
09/25/2022,Netflix,6.06,debit,Entertainment,Platinum Card
09/27/2022,Sushi Bar,69.3,debit,Restaurants,Silver Card
09/30/2022,Thai Restaurant,68.84,debit,Restaurants,Savings
10/01/2022,Starbucks,44.51,debit,Coffee Shops,Platinum Card
10/03/2022,Amazon,106.29,debit,Shopping,Checking
10/03/2022,AT&T Internet,79.93,debit,Internet,Platinum Card
10/06/2022,Walmart,22.9,debit,Shopping,Silver Card
10/08/2022,Shell,56.8,debit,Gas & Fuel,Silver Card
10/11/2022,Italian Bistro,57.44,debit,Restaurants,Savings
10/12/2022,Chipotle,20.07,debit,Fast Food,Savings
10/12/2022,Thai Restaurant,44.72,debit,Restaurants,Platinum Card
10/14/2022,Home Depot,80.06,debit,Home Improvement,Checking
10/17/2022,Whole Foods,40.56,debit,Groceries,Silver Card
10/19/2022,Italian Bistro,9.14,debit,Restaurants,Platinum Card
10/20/2022,Target,131.3,debit,Shopping,Platinum Card
10/22/2022,Target,146.89,debit,Shopping,Checking
10/24/2022,Target,144.92,debit,Shopping,Checking
10/25/2022,Spotify,13.28,debit,Music,Savings
10/26/2022,Amazon,40.59,debit,Shopping,Checking
10/29/2022,Netflix,137.32,debit,Entertainment,Silver Card
10/29/2022,Whole Foods,43.31,debit,Groceries,Platinum Card
10/30/2022,Peet's Coffee,48.52,debit,Coffee Shops,Silver Card
10/31/2022,Sushi Bar,55.29,debit,Restaurants,Platinum Card
10/31/2022,Chipotle,18.0,debit,Fast Food,Checking
11/02/2022,Peet's Coffee,160.43,debit,Coffee Shops,Savings
11/03/2022,Amazon,162.68,debit,Shopping,Platinum Card
11/04/2022,Chipotle,56.43,debit,Fast Food,Silver Card
11/07/2022,AMC Theaters,92.56,debit,Entertainment,Savings
11/09/2022,Trader Joe's,86.4,debit,Groceries,Silver Card
11/11/2022,McDonald's,7.49,debit,Fast Food,Checking
11/14/2022,Thai Restaurant,26.47,debit,Restaurants,Checking
11/17/2022,AMC Theaters,55.08,debit,Entertainment,Checking
11/19/2022,McDonald's,49.68,debit,Fast Food,Savings
11/20/2022,Safeway,23.84,debit,Groceries,Platinum Card
11/20/2022,BP,80.8,debit,Gas & Fuel,Platinum Card
11/20/2022,Trader Joe's,12.08,debit,Groceries,Savings
11/22/2022,Target,78.67,debit,Shopping,Checking
11/25/2022,Shell,83.07,debit,Gas & Fuel,Savings
11/25/2022,Verizon,48.49,debit,Mobile Phone,Checking
11/27/2022,Walmart,141.31,debit,Shopping,Checking
11/27/2022,Trader Joe's,83.85,debit,Groceries,Savings
11/29/2022,Payroll,2791.74,credit,Paycheck,Platinum Card
11/29/2022,Home Depot,155.07,debit,Home Improvement,Checking
12/01/2022,Walmart,76.15,debit,Shopping,Checking
12/04/2022,Amazon,94.62,debit,Shopping,Checking
12/05/2022,Safeway,95.75,debit,Groceries,Savings
12/07/2022,Electric Company,173.65,debit,Utilities,Checking
12/09/2022,Starbucks,198.25,debit,Coffee Shops,Checking
12/09/2022,Amazon,19.77,debit,Shopping,Platinum Card
12/11/2022,McDonald's,14.88,debit,Fast Food,Checking
12/13/2022,T-Mobile,142.71,debit,Mobile Phone,Platinum Card
12/15/2022,Starbucks,89.62,debit,Coffee Shops,Silver Card
12/18/2022,Netflix,138.9,debit,Entertainment,Platinum Card
12/18/2022,McDonald's,54.99,debit,Fast Food,Checking
12/18/2022,AMC Theaters,112.79,debit,Entertainment,Savings
12/21/2022,Thai Restaurant,30.71,debit,Restaurants,Silver Card
12/21/2022,Chevron,45.63,debit,Gas & Fuel,Savings
12/21/2022,Sushi Bar,30.15,debit,Restaurants,Platinum Card
12/23/2022,Chevron,21.81,debit,Gas & Fuel,Silver Card
12/26/2022,Comcast,118.57,debit,Internet,Checking
12/29/2022,Thai Restaurant,27.14,debit,Restaurants,Silver Card
01/01/2023,AMC Theaters,125.31,debit,Entertainment,Platinum Card
01/01/2023,Trader Joe's,95.25,debit,Groceries,Checking
01/04/2023,Thai Restaurant,68.21,debit,Restaurants,Savings
01/04/2023,Target,187.41,debit,Shopping,Silver Card
01/06/2023,Safeway,74.55,debit,Groceries,Checking
01/08/2023,Italian Bistro,27.75,debit,Restaurants,Savings
01/08/2023,Italian Bistro,46.96,debit,Restaurants,Silver Card
01/11/2023,Local Bar,106.53,debit,Alcohol & Bars,Platinum Card
01/14/2023,Amazon Video,102.83,debit,Movies & DVDs,Checking
01/17/2023,Whole Foods,74.44,debit,Groceries,Savings
01/20/2023,Trader Joe's,143.6,debit,Groceries,Silver Card
01/21/2023,Whole Foods,137.08,debit,Groceries,Checking
01/21/2023,Starbucks,96.11,debit,Coffee Shops,Platinum Card
01/22/2023,Whole Foods,42.98,debit,Groceries,Checking
01/24/2023,Electric Company,94.81,debit,Utilities,Platinum Card
01/27/2023,Whole Foods,70.62,debit,Groceries,Silver Card
01/30/2023,Thai Restaurant,70.63,debit,Restaurants,Savings
02/02/2023,Safeway,120.63,debit,Groceries,Silver Card
02/03/2023,Amazon,44.39,debit,Shopping,Checking
02/06/2023,BP,87.15,debit,Gas & Fuel,Savings
02/07/2023,T-Mobile,144.05,debit,Mobile Phone,Savings
02/09/2023,Subway,13.97,debit,Fast Food,Platinum Card
02/12/2023,Barbershop,97.11,debit,Haircut,Savings
02/15/2023,BP,33.67,debit,Gas & Fuel,Savings
02/17/2023,Comcast,132.95,debit,Internet,Checking
02/19/2023,Trader Joe's,97.53,debit,Groceries,Platinum Card
02/22/2023,Thai Restaurant,10.47,debit,Restaurants,Checking
02/22/2023,Trader Joe's,68.8,debit,Groceries,Checking
02/24/2023,Italian Bistro,5.78,debit,Restaurants,Silver Card
02/25/2023,AT&T Internet,103.66,debit,Internet,Savings
02/28/2023,Whole Foods,44.22,debit,Groceries,Savings
03/03/2023,Whole Foods,51.83,debit,Groceries,Checking
03/04/2023,Sushi Bar,37.72,debit,Restaurants,Platinum Card
03/05/2023,Comcast,126.34,debit,Internet,Checking
03/05/2023,Shell,48.36,debit,Gas & Fuel,Checking
03/08/2023,Payroll,2611.01,credit,Paycheck,Savings
03/09/2023,Verizon,33.14,debit,Mobile Phone,Savings
03/10/2023,Home Depot,111.81,debit,Home Improvement,Platinum Card
03/10/2023,Water Company,161.88,debit,Utilities,Savings
03/12/2023,Safeway,141.15,debit,Groceries,Checking
03/12/2023,Home Depot,55.98,debit,Home Improvement,Checking
03/13/2023,Walmart,151.04,debit,Shopping,Checking
03/13/2023,Verizon,31.87,debit,Mobile Phone,Silver Card
03/13/2023,Amazon Video,159.92,debit,Movies & DVDs,Platinum Card
03/15/2023,Electric Company,192.62,debit,Utilities,Savings
03/15/2023,Subway,55.58,debit,Fast Food,Platinum Card
03/18/2023,Walmart,7.14,debit,Shopping,Platinum Card
03/18/2023,Italian Bistro,13.99,debit,Restaurants,Silver Card
03/21/2023,BP,58.36,debit,Gas & Fuel,Silver Card
03/24/2023,Starbucks,145.66,debit,Coffee Shops,Checking
03/27/2023,AMC Theaters,122.45,debit,Entertainment,Savings
03/30/2023,Starbucks,168.85,debit,Coffee Shops,Checking
03/31/2023,Home Depot,97.29,debit,Home Improvement,Checking
03/31/2023,Chevron,95.47,debit,Gas & Fuel,Platinum Card
04/01/2023,Walmart,184.64,debit,Shopping,Silver Card
04/03/2023,Italian Bistro,46.28,debit,Restaurants,Checking
04/04/2023,Target,192.17,debit,Shopping,Checking
04/07/2023,Spotify,157.57,debit,Music,Silver Card
04/09/2023,Water Company,133.15,debit,Utilities,Savings
04/10/2023,McDonald's,67.97,debit,Fast Food,Checking
04/11/2023,Netflix,174.86,debit,Movies & DVDs,Silver Card
04/13/2023,State Farm,124.25,debit,Auto Insurance,Silver Card
04/15/2023,Payroll,2338.81,credit,Paycheck,Platinum Card
04/16/2023,Local Bar,28.04,debit,Alcohol & Bars,Checking
04/17/2023,Starbucks,155.99,debit,Coffee Shops,Savings
04/19/2023,Chevron,42.37,debit,Gas & Fuel,Silver Card
04/20/2023,Spotify,23.17,debit,Music,Silver Card
04/23/2023,BP,51.49,debit,Gas & Fuel,Savings
04/26/2023,Barbershop,79.6,debit,Haircut,Silver Card
04/29/2023,Subway,55.62,debit,Fast Food,Checking
04/29/2023,Subway,77.09,debit,Fast Food,Silver Card
04/29/2023,AMC Theaters,16.74,debit,Entertainment,Silver Card
04/29/2023,Amazon Video,148.53,debit,Movies & DVDs,Savings
04/29/2023,Safeway,78.72,debit,Groceries,Silver Card
04/29/2023,T-Mobile,153.1,debit,Mobile Phone,Silver Card
05/01/2023,Home Depot,33.71,debit,Home Improvement,Silver Card
05/02/2023,AMC Theaters,144.29,debit,Entertainment,Savings
05/04/2023,Amazon Video,16.87,debit,Movies & DVDs,Silver Card
05/07/2023,Sushi Bar,43.96,debit,Restaurants,Checking
05/07/2023,Italian Bistro,46.47,debit,Restaurants,Platinum Card
05/10/2023,Chevron,93.66,debit,Gas & Fuel,Savings
05/12/2023,Thai Restaurant,52.18,debit,Restaurants,Silver Card
05/12/2023,AT&T Internet,198.52,debit,Internet,Checking
05/14/2023,Peet's Coffee,117.6,debit,Coffee Shops,Checking
05/14/2023,AT&T Internet,82.4,debit,Internet,Platinum Card
05/16/2023,Water Company,127.19,debit,Utilities,Silver Card
05/18/2023,AMC Theaters,101.19,debit,Entertainment,Savings
05/19/2023,AMC Theaters,192.46,debit,Entertainment,Platinum Card
05/22/2023,Thai Restaurant,25.37,debit,Restaurants,Silver Card
05/22/2023,Target,144.32,debit,Shopping,Savings
05/24/2023,Chipotle,22.97,debit,Fast Food,Checking
05/25/2023,Target,32.12,debit,Shopping,Platinum Card
05/28/2023,Peet's Coffee,39.03,debit,Coffee Shops,Silver Card
05/31/2023,AMC Theaters,194.77,debit,Entertainment,Checking
06/01/2023,Water Company,192.12,debit,Utilities,Checking
06/03/2023,Trader Joe's,117.85,debit,Groceries,Silver Card
06/03/2023,Amazon,42.75,debit,Shopping,Savings
06/04/2023,Water Company,178.72,debit,Utilities,Savings
06/05/2023,Target,130.9,debit,Shopping,Silver Card
06/06/2023,Chevron,83.87,debit,Gas & Fuel,Savings
06/06/2023,Shell,65.02,debit,Gas & Fuel,Checking
06/08/2023,Amazon,162.36,debit,Shopping,Platinum Card
06/08/2023,Trader Joe's,53.72,debit,Groceries,Checking
06/10/2023,Thai Restaurant,31.87,debit,Restaurants,Checking
06/13/2023,McDonald's,58.59,debit,Fast Food,Platinum Card
06/14/2023,Barbershop,177.83,debit,Haircut,Silver Card
06/14/2023,Verizon,53.59,debit,Mobile Phone,Savings
